type,title,date_added,release_year,rating,duration_minutes,listed_in,streaming_platform
Movie,Cheddar Explains,"May 16, 2018",2018,TV-G,96.50121457489878,"Documentaries, News, Science & Technology",Hulu
Movie,It's a Disaster,"May 15, 2018",2013,R,90.0,Comedy,Hulu
Movie,The Hangman,"May 1, 2018",1959,TV-G,87.0,"Action, Adventure",Hulu
Movie,Tiny Shoulders: Rethinking Barbie,"April 27, 2018",2018,TV-14,93.0,Documentaries,Hulu
Movie,Mom and Dad,"April 19, 2018",2018,R,83.0,"Horror, Thriller",Hulu
Movie,Tragedy Girls,"April 18, 2018",2017,R,98.0,"Comedy, Horror, Thriller",Hulu
Movie,The Messenger,"April 15, 2018",2009,R,113.0,"Drama, Romance",Hulu
Movie,Hello I Must Be Going,"March 15, 2018",2012,R,94.0,"Comedy, Drama",Hulu
Movie,SC Featured,"March 13, 2018",2017,TV-G,96.50121457489878,"Documentaries, Sports",Hulu
Movie,30 for 30 Shorts,"March 3, 2018",2014,TV-G,96.50121457489878,"Documentaries, Sports",Hulu
Movie,Indy 500,"March 2, 2018",2018,TV-G,96.50121457489878,Sports,Hulu
Movie,Classic Boxing,"February 28, 2018",2018,TV-PG,96.50121457489878,Sports,Hulu
Movie,ESPN Films Presents,"February 27, 2018",2009,TV-G,96.50121457489878,"Documentaries, Sports",Hulu
Movie,O.J.: Made in America,"February 27, 2018",2016,TV-14,96.50121457489878,"Crime, Documentaries, Mystery",Hulu
Movie,Overdrive,"February 3, 2018",2017,PG-13,93.0,"Action, Adventure, Drama",Hulu
Movie,Tiny Toon Adventures: Night Ghoulery,"January 4, 2018",1995,TV-G,44.0,"Action, Adventure, Kids",Hulu
Movie,Tiny Toons Spring Break Special,"January 4, 2018",1994,TV-G,46.0,Kids,Hulu
Movie,Legion of Brothers,"December 8, 2017",2017,TV-14,79.0,Documentaries,Hulu
Movie,Obey Giant,"November 11, 2017",2017,TV-MA,93.0,Documentaries,Hulu
Movie,Scandalize My Name,"October 27, 2017",1999,TV-PG,54.0,Documentaries,Hulu
Movie,Too Funny to Fail: The Life & Death of The Dana Carvey Show,"October 20, 2017",2017,TV-MA,95.0,"Comedy, Documentaries",Hulu
Movie,(Dub) Afro Samurai Resurrection,"September 5, 2017",2009,TV-MA,101.0,"Action, Adult Animation, Adventure",Hulu
Movie,(Dub) Mass Effect: Paragon Lost,"September 5, 2017",2013,TV-MA,94.0,"Action, Adventure, Anime",Hulu
Movie,(Sub) Fafner: Heaven and Earth,"September 5, 2017",2010,TV-14,93.0,"Action, Adventure, Anime",Hulu
Movie,(Sub) Fairy Tail the Movie: Phoenix Priestess,"September 5, 2017",2012,TV-14,86.0,"Anime, Drama",Hulu
Movie,(Sub) Trigun: Badlands Rumble,"September 5, 2017",2010,TV-14,91.0,"Action, Adventure, Anime",Hulu
Movie,Bad Company,"August 1, 2017",1972,PG,92.0,"Adventure, Drama",Hulu
Movie,Hannie Caulder,"August 1, 2017",1971,R,85.0,"Action, Adventure, Drama",Hulu
Movie,The Eagle and the Hawk,"July 1, 2017",1950,TV-PG,90.0,"Action, Adventure",Hulu
Movie,Dumb: The Story of Big Brother Magazine,"June 3, 2017",2017,TV-MA,79.0,Documentaries,Hulu
Movie,Becoming Bond,"May 19, 2017",2017,TV-MA,95.0,Documentaries,Hulu
Movie,Batman & Bill,"May 6, 2017",2017,TV-14,93.0,Documentaries,Hulu
Movie,John Ford Goes To War,"April 21, 2017",2002,TV-PG,56.0,"Action, Adventure, Documentaries",Hulu
Movie,(Dub) Akira,"March 17, 2017",1988,R,125.0,"Action, Adult Animation, Anime",Hulu
Movie,(Sub) Akira,"March 17, 2017",1988,R,125.0,"Action, Adult Animation, Anime",Hulu
Movie,Children of the Corn,"December 31, 2016",1984,R,92.0,Horror,Hulu
Movie,Hunt for the Wilderpeople,"December 24, 2016",2016,PG-13,101.0,"Adventure, Comedy, Drama",Hulu
Movie,(Sub) K MISSING KINGS,"October 1, 2015",2014,PG,74.0,"Action, Adventure, Anime",Hulu
Movie,Ben 10: Secret of the Omnitrix,"May 1, 2015",2007,TV-Y7,71.0,"Action, Adventure, Family",Hulu
Movie,The Other Man,"February 3, 2015",2008,R,88.0,"Drama, Mystery, Thriller",Hulu
Movie,The Resident,"February 3, 2015",2012,R,91.0,"Drama, Horror, Thriller",Hulu
Movie,Girls Just Want to Have Fun,"January 1, 2015",1985,PG,87.0,"Comedy, Music, Teen",Hulu
Movie,A Boy Named Charlie Brown,"April 25, 2014",1969,TV-G,86.0,"Comedy, Family, Kids",Hulu
Movie,A Very Brady Christmas,"April 25, 2014",1988,TV-PG,94.0,"Comedy, Family",Hulu
Movie,Dr. Seuss: Dr. Seuss on the Loose,"April 25, 2014",1973,TV-G,25.0,"Family, Kids",Hulu
Movie,Dr. Seuss: The Cat in the Hat,"April 25, 2014",1971,TV-G,25.0,"Family, Kids",Hulu
Movie,Sabrina Down Under,"April 25, 2014",1999,TV-G,87.0,"Comedy, Family, Teen",Hulu
Movie,Snoopy Come Home,"April 25, 2014",1972,TV-G,81.0,"Comedy, Family, Kids",Hulu
Movie,Dr. Seuss: The Lorax,"April 18, 2014",1972,TV-G,26.0,"Family, Kids",Hulu
Movie,(Sub) Legend of Heroes: Trails in the Sky,"August 31, 2013",2011,PG-13,84.0,"Anime, International, Science Fiction",Hulu
